up:/sensors.camera/1/view.bed_hitch#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.trailer_rear#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.trailer_rear#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.trailer_rear#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.trailer_rear#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.trailer_interior#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.trailer_interior#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.trailer_interior#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.trailer_interior#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.trailer_split_mirrors#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.trailer_split_mirrors#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.trailer_split_mirrors#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.trailer_split_mirrors#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.trailer_combo#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.trailer_combo#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.trailer_combo#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.trailer_combo#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.trailering_left_mirror#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.trailering_left_mirror#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.trailering_left_mirror#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.trailering_left_mirror#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.trailering_right_mirror#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.trailering_right_mirror#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.trailering_right_mirror#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.trailering_right_mirror#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.transparent_trailer#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.transparent_trailer#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
